name/first,name/last,natural(4),age
Katharine,Hanson,3,62
John,Conner,3,42
Rosa,Frank,4,43
Chester,Fletcher,2,48
Russell,Ballard,4,28
Catherine,Wheeler,2,61
Cole,Torres,0,29
Bess,Luna,4,63
Trevor,Howell,3,23
Jordan,Williams,4,62
Joseph,Hoffman,1,36
Seth,Burgess,1,36
Martha,Wilkins,1,49
Maud,Wallace,3,34
Leonard,Park,0,54
Noah,McGuire,3,44
Birdie,Cannon,3,24
Virginia,Kim,2,26
Lois,Gonzalez,0,56
Angel,Rivera,1,47
Trevor,Gilbert,0,64
Daniel,Evans,2,23
Sallie,Guzman,3,62
Paul,Poole,3,41
Max,Weber,1,42
Jon,Patton,1,56
Theresa,Hall,2,43
Floyd,Vega,4,42
Bernice,Obrien,4,56
Sarah,Fletcher,2,42
Carrie,Rhodes,0,40
Birdie,Goodman,4,65
Steven,Matthews,2,63
Vincent,Coleman,4,52
Blake,Diaz,3,46
Matthew,Munoz,1,65
Dustin,Gonzales,0,60
Connor,Kennedy,2,22
Maud,Richards,0,53
Ronnie,Taylor,0,44
Frank,Wallace,4,60
Kenneth,Saunders,0,64
Allen,Larson,4,44
Ralph,Ross,4,23
Alejandro,Coleman,2,35
Douglas,Hicks,4,45
Lora,Jones,1,29
Georgia,Harper,3,34
Landon,Banks,0,65
Janie,Bradley,3,18
Elsie,Holland,0,32
William,Hanson,0,52
Terry,Fleming,1,27
Clara,Ramsey,1,56
Jack,Potter,3,65
Mabelle,Carter,2,37
Peter,Gilbert,1,36
Lester,Maldonado,0,45
Della,Vega,1,26
Theresa,Barber,1,51
Cordelia,Sims,2,32
Trevor,King,1,58
Don,Burgess,0,36
Aiden,Nelson,2,61
Jason,Adams,2,30
Clayton,Thomas,4,24
Lester,Hawkins,1,52
Nathan,Nash,1,27
Lloyd,Osborne,4,31
Arthur,Guzman,2,56
Julian,Griffin,2,18
Ray,Marshall,2,45
Brent,Henry,0,21
Maude,Parsons,3,19
Effie,Haynes,3,64
Nathaniel,Waters,3,43
Derrick,Patrick,1,45
Alvin,Fowler,1,20
Sallie,Pope,3,59
Rosa,May,1,43
Edith,Rhodes,0,42
Leon,Williamson,2,24
Brandon,Thomas,0,61
Grace,Pearson,1,61
Alejandro,Steele,1,26
Polly,Rhodes,0,22
Nell,Steele,4,39
Alberta,Pittman,0,53
Lola,Collins,0,19
Jane,Norman,2,24
Jean,Craig,2,35
Allie,Delgado,4,41
Ricky,Massey,4,22
Lucinda,Bowman,2,56
Victor,Taylor,2,51
Rosie,Perkins,4,60
Thomas,Stone,4,47
Corey,Edwards,1,21
Francis,Cummings,4,47
Alan,Perkins,0,60
Aaron,Cross,3,64
Tommy,Fletcher,0,29
Alexander,Taylor,1,21
Gerald,Todd,2,20
Marian,Schmidt,3,39
Bill,Porter,2,64
Etta,Horton,3,60
Victoria,Lloyd,4,43
Ida,Phillips,3,61
Adelaide,Huff,0,64
Polly,Myers,1,28
Lydia,Maldonado,2,44
Elva,Garrett,2,19
Nell,Guzman,0,20
Micheal,Barnett,3,57
Eliza,Walton,3,34
Lillian,Maldonado,3,25
Jordan,Weaver,1,51
Isaac,Daniel,0,65
Chester,Morales,1,35
Marian,McGuire,1,59
Jon,Roberts,3,21
Ethel,Carpenter,0,53
Hilda,Steele,3,61
Jack,Carpenter,3,40
Virginia,Greer,4,52
Maude,Willis,1,50
Annie,Lane,3,43
Duane,Paul,3,48
Lelia,Griffin,4,63
Bess,Hudson,2,64
Leon,Carroll,2,33
Elmer,Davis,3,23
Evan,Rowe,4,20
Susie,Taylor,0,28
Brett,Davis,4,37
Raymond,Harper,2,54
Jerry,McLaughlin,3,25
Mae,Phelps,2,41
Clayton,Carroll,1,25
Brandon,Steele,4,18
Bernard,Cox,1,59
Evan,Stone,0,47
Edward,Watkins,3,54
Ray,Butler,1,53
Hattie,Watkins,1,41
Warren,Wallace,0,54
Nelle,Schwartz,2,44
Miguel,Murphy,2,64
Esther,Bell,3,19
Henrietta,Lawrence,0,60
Josie,Copeland,4,29
Bertha,Cummings,0,46
Randall,Barrett,4,63
Jimmy,Wise,1,43
Lulu,Green,3,46
Glen,Lee,4,50
Vernon,Jacobs,4,38
Ethan,Fox,4,52
Anne,Powell,3,32
Frank,Carter,0,23
Estella,Townsend,2,55
Emily,Reed,4,19
Lucinda,Henderson,0,36
Sallie,George,2,65
Mabelle,Hamilton,4,28
Pearl,Townsend,0,41
William,Gomez,2,37
Florence,Reeves,1,57
Matilda,Collier,1,58
Olive,Henry,4,20
Virgie,Waters,0,58
Logan,Atkins,4,51
Jerry,Bennett,4,48
Jesse,Franklin,2,30
Andrew,Jordan,0,44
Bill,Gross,0,52
Lela,Baldwin,3,23
Angel,Fletcher,3,36
May,Blake,4,24
Jayden,Gonzales,3,64
Rose,Murphy,3,38
Chris,Blair,2,53
Cynthia,Alexander,1,34
Lulu,Lynch,0,28
Christina,Elliott,2,65
Joe,Valdez,3,42
Landon,Thornton,2,38
Randy,Jackson,3,31
Frances,Ramsey,2,59
Herbert,Phelps,2,32
Mabel,Cooper,0,39
Luke,Mann,3,46
Eleanor,Sanchez,3,58
Beulah,Phillips,4,25
Johanna,Perry,0,49
Jesse,Garza,4,52
Jeremy,Terry,3,64
Florence,Collins,1,41
Margaret,Baldwin,1,28
Nannie,Franklin,2,36
Charlie,Carter,0,40
Glen,Walsh,4,63
Leonard,Joseph,0,50
Georgia,White,0,58
Charlotte,Ramos,0,28
Bernard,Green,3,65
Fannie,Neal,0,51
Adrian,Davis,1,54
Rachel,Mills,0,56
Catherine,Gilbert,1,53
Luella,Holland,0,42
Scott,Gill,0,52
Winnie,Hammond,2,20
Tom,Jordan,4,21
Gary,Wallace,4,46
Harvey,Stewart,3,46
Caleb,Porter,4,26
Steven,Smith,2,54
Derek,Dennis,1,20
Anne,Marshall,1,31
Evelyn,Rodriquez,3,43
Lucile,Miller,4,41
Stephen,Miller,0,59
Stella,Cook,0,22
Olga,Sullivan,1,44
Christian,Stone,0,21
Thomas,Erickson,2,52
Mabel,Robbins,0,30
Frederick,French,2,38
Lou,Hale,3,18
Jackson,Nguyen,0,63
Nicholas,Scott,3,38
Sarah,Byrd,4,65
Agnes,Armstrong,1,54
Timothy,Newton,1,49
Ian,White,2,39
Richard,Schneider,3,36
Bess,Anderson,2,62
Nellie,Christensen,3,57
Effie,Jefferson,0,20
Samuel,Evans,4,26
Mario,Roberson,4,63
Blanche,Hoffman,0,56
Lester,Daniel,3,40
Carolyn,Riley,0,19
Clarence,Weber,3,59
Harvey,Sanchez,1,57
Barbara,Hill,0,52
Sean,Padilla,4,55
Eunice,Reynolds,0,49
Linnie,Simmons,1,21
Earl,Yates,0,38
Maud,Jacobs,3,30
Leonard,Tran,1,33
Matilda,Jenkins,0,21
Warren,Clayton,3,24
Ada,Sullivan,3,46
Jeffery,Sullivan,2,56
Alan,Cohen,1,50
Rose,Sims,4,35
Sylvia,Copeland,1,55
Marie,Harper,2,55
Harry,Stewart,0,34
Billy,Lewis,1,18
Stanley,Thornton,2,57
Estella,Fuller,1,26
Tillie,Weber,2,27
Justin,Long,0,31
Leon,Meyer,4,18
Dylan,Hanson,1,20
Willie,Hunter,0,35
Teresa,Schmidt,1,27
Mae,Wong,0,24
Derek,Gilbert,3,53
Beatrice,Smith,3,50
Olive,Rose,3,63
Kevin,Stevenson,1,39
Louis,Day,4,42
Hannah,Mullins,3,37
Florence,Anderson,0,37
Isabel,Green,4,55
Jackson,Lawson,1,34
Lena,Howard,3,54
Wayne,Carroll,1,31
Joshua,Keller,2,26
Olivia,Rogers,0,61
Fred,Miles,4,52
Carlos,Jimenez,2,31
Carlos,Norman,2,22
Curtis,Rhodes,3,26
Julia,Perkins,1,45
Larry,Hunter,4,35
Kevin,Davis,1,51
Allie,Chavez,4,60
Josie,Parsons,0,37
Ray,Wong,0,45
Charlie,Sanchez,2,44
Dean,Weaver,1,57
Carolyn,Reed,2,41
Edna,Carlson,0,52
Dollie,Hines,1,59
Mark,Jacobs,2,18
Thomas,Moran,0,30
Leah,Cooper,3,32
Marvin,Figueroa,2,52
Benjamin,Williamson,4,27
Leroy,Patrick,3,59
Estelle,Rodgers,4,31
Luke,McDaniel,2,27
Wesley,Rivera,0,40
Eunice,Leonard,0,58
Christopher,Obrien,2,63
Stanley,Blair,4,24
Tony,Brady,3,53
Derek,Hanson,1,49
Myrtle,Blair,1,35
Ruth,Christensen,4,35
Bernice,Manning,1,59
Carlos,Doyle,0,49
Eva,Oliver,3,26
Steven,Hampton,3,64
Mabel,Marsh,4,20
Eleanor,Peterson,4,55
Nathan,Perez,4,48
Edwin,Gardner,3,50
Randall,Harmon,3,48
Samuel,Spencer,3,29
Jim,Figueroa,2,54
Maurice,Bates,4,34
Sarah,Cunningham,0,40
Margaret,Greene,2,54
Gabriel,Cummings,0,26
Jeanette,McCormick,2,29
Jennie,Atkins,0,55
John,Reese,2,18
Lulu,Grant,1,54
Jesse,Manning,2,62
Margaret,Valdez,2,20
Matthew,Bass,3,20
Amy,Alexander,3,44
Roy,Jacobs,4,36
Edward,Wolfe,3,29
Mamie,Perkins,2,32
Sean,McKenzie,2,31
Tommy,Graves,0,39
Ivan,Buchanan,2,31
Maria,Maldonado,3,50
Lois,Hawkins,0,33
Nancy,Wilkerson,0,58
Lelia,James,3,44
Maggie,Blair,3,31
Maud,Carson,1,26
Kathryn,Greer,0,52
Chester,Green,2,32
Jack,Carr,3,59
Josephine,Scott,4,39
Sue,Hughes,0,49
Henry,Wood,0,28
Sallie,Hanson,4,37
Joshua,Alvarez,2,62
Allie,Patterson,3,43
Joel,Vaughn,0,49
Alfred,Luna,0,18
Ronnie,Bush,2,56
Lida,Black,3,49
Jay,Leonard,1,30
Sarah,Austin,4,46
Mayme,Clayton,1,60
Owen,Horton,4,46
Elizabeth,Nguyen,2,24
Betty,Sparks,3,18
David,Boone,3,30
Eula,Marshall,2,36
Roger,Oliver,0,35
Marian,Gross,3,58
Agnes,Kennedy,3,41
Belle,West,4,52
Nelle,Tucker,4,36
Curtis,Mendez,3,56
Bill,Lopez,3,46
Herman,Ballard,0,41
Sadie,Henry,2,54
Norman,Schultz,1,57
Brian,Stephens,0,41
Albert,Lowe,3,35
Jonathan,Holmes,4,37
Winnie,Olson,4,60
Howard,Sutton,0,42
Jeremy,Cannon,4,43
Loretta,Cooper,3,37
Henrietta,Webster,4,42
Leroy,Cooper,2,60
Lou,Sims,4,45
Don,Carr,2,27
Mina,Mann,1,41
William,Moran,2,31
Nell,Ellis,3,30
Sarah,Campbell,2,34
Clayton,Santiago,0,39
Marian,Norton,1,30
Frank,Warner,4,35
Lydia,Wilson,3,38
Louis,Chavez,2,63
Anne,Green,3,61
Edward,Christensen,4,23
Marian,Foster,4,50
Charlotte,Phelps,2,21
Brandon,Lopez,4,27
Nellie,Parker,0,28
Lois,Powell,3,55
Rosa,Ryan,2,52
Jack,Parks,0,41
Ralph,Johnson,3,33
Ethel,Stephens,0,49
Noah,Flowers,3,59
Lizzie,Roy,4,44
William,Vega,3,23
Juan,Walsh,0,21
Kyle,Sutton,1,38
Julia,Gray,1,53
Rosalie,Aguilar,4,47
Winnie,Graham,4,23
Earl,Sutton,2,55
Willie,Poole,1,24
Ethel,Grant,3,46
Marian,Soto,3,30
Jeremiah,Berry,0,50
Eric,Lane,0,65
Russell,Bryan,0,59
Sue,Silva,0,35
Randall,Newman,0,56
Beulah,Dennis,1,53
Edwin,Baker,0,62
Elizabeth,Mullins,3,59
Leon,Olson,2,31
Alberta,Wade,2,47
Lois,Pierce,2,46
Leonard,Ramos,0,18
Bernard,Bowman,0,32
Samuel,Schwartz,0,46
Cora,Mendez,0,54
Randall,Alexander,4,18
Maude,Osborne,0,64
Katharine,Keller,2,63
Norman,Underwood,4,44
Olga,Blake,3,52
Cecilia,Bowman,4,42
Maggie,Flowers,3,37
Steven,Morgan,0,25
Jason,Cross,0,43
Belle,Marshall,0,30
Donald,Colon,1,46
Barry,Farmer,2,34
Theodore,Ortega,1,24
Essie,Williamson,4,59
Helen,Jordan,1,51
Ivan,Hart,4,37
Caroline,Holloway,4,30
Sadie,Fields,2,53
Alfred,Page,2,26
Logan,Obrien,0,41
Walter,Nelson,0,26
Rosetta,Owen,1,41
Linnie,Griffin,1,53
Chad,Phelps,4,56
Ada,Freeman,4,34
Mathilda,Maxwell,4,44
Lloyd,Wagner,1,20
Dora,Castro,3,46
Jack,Hines,4,43
Francis,Bowen,4,24
Billy,Howell,3,40
Matilda,Padilla,1,22
Lura,Lambert,4,20
Amanda,Barnett,2,40
George,Dixon,0,58
Norman,Obrien,4,38
Floyd,Jimenez,3,60
Alex,Bailey,2,62
Gilbert,Hammond,2,28
Maurice,Greer,1,35
Rodney,Ward,4,39
Brian,Kelly,3,49
Milton,Bell,4,64
Lora,Evans,0,39
Cora,Dixon,2,20
Glen,Armstrong,1,62
Bryan,Dunn,0,61
Harriet,Ryan,0,58
Allie,Park,4,30
Edwin,Parks,0,29
Sophie,Weaver,4,31
Jared,Stewart,1,36
Violet,Brewer,4,37
Stanley,Gray,0,62
Adrian,Brewer,4,65
Hunter,Herrera,4,30
Sean,Mitchell,3,36
Cole,Mendoza,1,50
Lucille,Conner,0,35
Connor,Garza,0,23
Gertrude,Griffin,1,44
Leroy,Rodriquez,0,58
Jerry,Mendez,2,50
Jonathan,Norris,2,56
Johnny,Grant,0,19
Cody,Burns,2,61
Scott,Norris,3,60
Flora,Tyler,4,49
Gerald,Floyd,1,35
Ruby,Warren,4,54
Bertie,Farmer,2,39
Barbara,Cohen,0,44
Alberta,Herrera,1,63
Leroy,Kelly,2,57
Agnes,Paul,1,61
Brandon,Quinn,4,40
Roger,Brooks,0,28
Laura,Gomez,3,48
Peter,Cain,1,25
Leah,Munoz,3,30
Jerome,Brewer,0,36
Rosetta,Kim,0,43
Esther,Wallace,0,43
Joe,Shaw,1,52
Blake,Baldwin,4,63
Joshua,Daniels,0,18
Elizabeth,Hicks,3,21
Francis,Evans,4,36
Joshua,Valdez,0,38
Adelaide,Snyder,3,63
Claudia,Rivera,4,64
Manuel,Garcia,0,44
Mike,Jensen,0,64
Franklin,Estrada,3,30
Olga,Wheeler,1,22
Ralph,Dean,1,36
Craig,Swanson,2,44
Garrett,Love,0,52
Todd,Williamson,2,60
Jeffrey,Pena,3,19
Adrian,Edwards,3,45
Beulah,Gutierrez,4,52
Christina,Hayes,3,48
Effie,Wilson,1,61
Gordon,Manning,3,31
Stephen,Pratt,1,53
Alex,Peters,4,30
Vincent,Jordan,4,38
Steven,James,3,28
Louis,Young,0,62
Rebecca,Bradley,3,38
Jeremiah,Mullins,1,46
Sam,Flowers,2,47
Verna,Dean,2,34
Theresa,Snyder,4,20
Glen,Cross,2,21
Alice,Stewart,0,52
Sadie,Stephens,4,19
Ella,Nelson,1,39
Eddie,Cortez,4,59
Michael,Powell,0,56
Jesus,Black,3,57
Jeffrey,Cummings,3,21
Nelle,Cooper,0,47
Catherine,Klein,0,20
Carrie,Moore,3,21
Lily,Bridges,3,55
Alta,Cummings,4,20
Cory,Norton,3,65
Cordelia,Collins,3,35
Kyle,Carr,0,34
Randy,Hunt,4,22
Harriet,Rodriguez,2,19
Arthur,Abbott,0,62
Nelle,Allison,1,54
Ada,Chavez,4,19
Amy,Luna,2,31
Annie,Stanley,1,24
Marvin,Cook,1,39
Pauline,Glover,1,53
Owen,Scott,4,65
Virginia,Williamson,4,23
Amy,Goodman,4,42
Josie,Hughes,1,51
Margaret,Moran,1,58
Myrtie,Gross,1,22
Francis,Underwood,2,23
Hallie,Williams,3,23
Mabelle,Ford,4,45
Winnie,Richards,1,33
Franklin,Perry,0,48
Brandon,Swanson,3,34
Nell,Hogan,0,33
Jesse,Wheeler,3,32
Jennie,Roy,0,23
Rosie,Obrien,1,51
Viola,Kelly,1,24
Lizzie,Castro,2,49
Nathaniel,McGuire,1,51
Jim,Knight,4,48
Willie,Tran,0,33
Harriett,Cohen,1,31
Tillie,Malone,0,46
Eunice,Reeves,0,41
Rebecca,Sanders,2,30
Winnie,Schultz,4,43
Albert,Reeves,1,46
Jesus,Gonzales,1,59
Frank,Mills,0,60
Susan,Townsend,1,32
Alberta,Barrett,3,53
Carrie,Davidson,4,36
Julia,Leonard,0,58
Eula,Coleman,0,60
Nathan,Lloyd,1,48
Mathilda,Quinn,0,64
Miguel,Burgess,1,19
Clyde,Schmidt,0,46
Millie,Andrews,0,26
Seth,Berry,0,49
Julian,Fletcher,1,29
Glen,Dennis,0,28
Milton,Daniel,0,45
Laura,Craig,1,58
Fanny,Long,3,44
Phoebe,Harper,0,53
Katherine,Richards,2,53
Andre,Silva,3,57
Jesus,Barker,4,51
Kathryn,Ray,2,26
Connor,Gregory,0,38
Miguel,Edwards,3,54
Emilie,Lee,4,64
Dollie,Flores,0,37
Cynthia,Figueroa,1,57
Andre,Porter,4,32
Tony,Lowe,2,55
Antonio,Curry,0,27
Beulah,Colon,4,37
Lina,Ballard,0,33
Tyler,Davidson,2,20
Patrick,Holt,1,29
Nettie,Lawrence,4,52
Kevin,Walton,1,53
Cecilia,Maldonado,0,24
Clifford,Wells,4,27
Edna,Davis,3,47
May,Harvey,2,54
Darrell,Nguyen,2,42
Lilly,Burton,0,56
Terry,Simpson,4,58
Rosalie,Gonzalez,1,19
Dominic,Clayton,0,65
Willie,Boone,1,47
Josephine,Stanley,3,22
Virgie,McCarthy,0,23
Eunice,Fleming,3,34
Hulda,Sutton,4,54
Bradley,James,3,56
Walter,Henry,2,22
Celia,Hale,0,38
Adelaide,Sutton,0,38
Daniel,Robbins,3,33
Manuel,Goodwin,3,56
Maggie,Brooks,4,40
Mamie,Arnold,0,26
Eddie,Schneider,2,43
Andrew,Harvey,0,50
Alexander,Maxwell,4,38
Leroy,Hansen,2,64
Dean,Adkins,2,23
Emma,Davidson,4,31
Brandon,Richardson,3,43
Bertie,Swanson,2,34
Willie,Chambers,3,22
Antonio,Gibson,4,34
Luis,Wright,3,57
Janie,Marsh,4,31
Lewis,Gray,3,23
Grace,Becker,3,44
Jimmy,Chandler,0,57
Eunice,Jennings,1,48
Mamie,Lane,2,22
Randy,Cortez,2,42
Linnie,Rogers,3,44
Fanny,McBride,2,54
Annie,White,1,32
Blanche,Logan,0,30
Chase,Nguyen,4,30
Alfred,Henderson,4,18
Hulda,Kim,0,44
Essie,Park,0,55
George,Santiago,1,37
Eleanor,Adkins,4,41
Georgie,Willis,4,52
Francisco,Marsh,4,45
Cornelia,McBride,0,24
Derek,Wilkerson,0,60
Myrtie,Castro,1,57
Tom,Williamson,3,27
Isaiah,Santiago,3,56
Jerome,Norman,0,51
Kenneth,Ford,1,41
Jesus,Lawson,4,42
Bettie,Garner,4,51
Earl,Washington,4,31
Matilda,Lyons,1,34
Myrtle,Peters,1,54
Inez,Marsh,0,44
Henry,Rodriguez,0,30
Jeffrey,Evans,0,62
Harriett,Adams,0,38
Vincent,Clayton,3,63
Millie,Stewart,3,40
Sam,Taylor,3,58
Landon,Wise,0,42
Margaret,Webster,0,22
Angel,Meyer,0,30
Mabelle,McCarthy,0,23
Mike,Hudson,4,43
Jack,Nash,4,51
Francisco,Caldwell,2,22
Gavin,Greer,2,52
Agnes,Wade,4,23
Nathaniel,Price,2,18
Craig,Rogers,2,29
Mayme,Ortiz,0,59
Carlos,Frank,2,64
Derrick,Barnett,3,47
Isabella,Massey,0,25
Ryan,Butler,4,20
Alexander,Beck,4,63
Isabel,Watkins,2,36
Douglas,Gray,4,22
Marie,Stephens,3,59
Emily,Houston,2,54
Bertie,Mills,3,49
Alma,Watkins,4,53
Nathaniel,McCarthy,1,39
Mollie,Silva,3,46
Mable,Moore,3,20
Maud,Christensen,1,41
Eddie,Nunez,4,21
Lena,Jenkins,1,59
Nell,Hernandez,2,30
Jessie,Cannon,4,64
Leonard,Fisher,1,61
Adrian,Peterson,3,20
Jay,Henderson,1,47
Martha,Boyd,4,38
Bernice,Moreno,2,31
Emilie,Carter,4,48
Lulu,Adkins,2,33
Evelyn,Coleman,0,43
Todd,Jacobs,3,50
Jeffery,Burton,1,56
Gregory,Williamson,1,30
Hulda,Moran,1,56
Sarah,Jones,0,51
Cameron,Moreno,2,48
Mabel,Harrington,0,46
Lela,Gilbert,2,33
Helena,Colon,2,65
Darrell,Strickland,0,58
Max,Quinn,3,27
Ronald,Walters,0,42
Miguel,Gomez,0,25
Stanley,Cole,2,44
Vera,Nunez,2,42
Shane,Hansen,4,38
Lydia,Marshall,3,58
Eleanor,Harrington,3,28
Tony,Moreno,0,43
Brent,Bryan,1,65
Jonathan,Fernandez,0,54
Nancy,Hayes,3,60
Ryan,Keller,4,30
Lina,Wood,4,19
Dustin,Hernandez,0,51
Dora,Baker,2,58
Kyle,Rice,3,42
Billy,Austin,1,41
Harvey,Mathis,1,34
Brett,Mendez,0,44
Rebecca,Waters,0,21
Bryan,Clark,4,35
Jerry,Mann,4,34
Shane,Lucas,4,55
Josie,Rodriquez,2,60
Tony,Roberson,3,65
Edgar,Henry,2,48
Sophie,Austin,3,48
Esther,Black,2,64
Theresa,Chambers,1,35
Samuel,Patterson,4,46
Cornelia,Aguilar,4,36
Dorothy,Gibson,2,19
Elmer,Cortez,0,20
Sadie,Peterson,3,33
Edna,Jackson,2,29
Theodore,Chambers,3,64
Katharine,Hampton,1,35
Walter,Davis,1,32
Adele,Barker,1,53
Terry,Sims,3,48
Estelle,Thompson,0,33
Bessie,Logan,4,21
Lois,Gomez,4,45
Craig,Pena,3,53
Jessie,Vargas,1,56
Jeffery,Coleman,2,44
Jeanette,Davidson,1,50
Hallie,May,4,31
Walter,Bennett,4,54
Mario,Bowen,1,48
Alexander,Jimenez,3,37
Henry,Henry,4,33
Catherine,Holmes,1,44
Jeffrey,Schneider,3,42
Agnes,Graves,3,18
Nellie,Hunt,1,30
Martha,Zimmerman,2,26
Lucas,Simon,0,24
Jennie,Tran,0,63
John,Neal,2,49
Cora,Lowe,3,47
Calvin,Barnett,3,58
Betty,Garrett,3,64
Louisa,Hicks,2,28
Eula,Parker,0,24
Sophia,Coleman,3,23
Etta,Sharp,4,64
Ola,Foster,0,33
Harold,Palmer,2,55
Matthew,Warren,1,51
Maud,Pearson,3,62
Ella,Reid,4,33
Hilda,Houston,1,31
Ida,Drake,3,27
Hunter,Powell,1,53
Carl,Walters,1,56
Peter,Day,2,23
Marian,Cunningham,0,56
Cole,Shaw,3,52
Ollie,Garza,1,36
Alan,Ferguson,1,60
Alice,Duncan,4,45
Trevor,Sanchez,4,63
Jordan,Patton,4,39
Lucile,Nelson,0,36
Jeremy,Cox,3,37
Ann,McKenzie,2,48
Jimmy,Adkins,3,26
Lelia,Farmer,1,23
Keith,Malone,1,50
Bill,Ramsey,3,43
Kevin,Hill,1,47
Douglas,Williamson,1,54
Isabelle,Briggs,0,43
Mina,Russell,1,41
Ellen,Buchanan,2,33
Loretta,Jenkins,0,35
Alberta,Phelps,2,60
Rosa,Allison,0,37
Eunice,Pope,3,62
Sylvia,Stone,2,55
Dollie,Beck,4,51
Julia,Davis,0,60
Ida,Tran,3,31
Dean,Martinez,1,46
Mayme,Gonzales,0,18
Mildred,Ramirez,2,42
Derrick,Griffith,1,43
Elijah,Richardson,0,38
Jean,Weber,4,21
Jeffery,Fitzgerald,2,54
Jessie,Greer,1,39
Todd,Ryan,3,31
Lula,Benson,2,33
Micheal,Bennett,0,26
Chris,Hodges,0,36
Don,Burke,3,39
Jennie,Medina,3,44
Maggie,Holloway,3,29
Gavin,Palmer,1,62
Julian,Torres,1,52
Harriett,Walters,0,38
Sophie,Fleming,1,63
Dorothy,Vasquez,2,31
Dennis,Cummings,1,59
Calvin,Wilkins,2,58
Caroline,Allen,1,54
Clyde,Bates,2,52
Callie,Pearson,3,56
Phoebe,Myers,0,49
Michael,Peterson,1,53
Mathilda,Ortiz,4,32
Nannie,Dunn,1,48
Mina,Alexander,4,27
Samuel,Watkins,2,32
Lina,Quinn,0,41
Lela,Powell,3,40
Dennis,Perkins,3,39
Teresa,Greer,0,50
Jennie,Mack,2,44
Glen,Snyder,3,23
Ethan,Baker,0,64
Caroline,McCoy,4,64
Chad,Collins,4,30
Zachary,Arnold,1,46
Jon,Logan,4,65
Andrew,Colon,4,36
Lura,Garza,1,24
Nelle,Bowen,2,51
Stephen,Morton,4,33
Stanley,Blake,4,47
Leah,Stokes,1,33
Lula,Ray,0,23
Isaiah,Hopkins,1,51
Virgie,Copeland,1,48
Edward,Potter,2,55
Hilda,Guzman,1,51
Isabel,Garza,0,44
Clara,Valdez,1,51
Cordelia,Parker,2,55
Cornelia,Abbott,1,34
Annie,Yates,0,61
Emilie,Long,2,61
Frederick,Bell,2,38
Jeff,Payne,3,47
Polly,Moore,1,34
Shane,Kennedy,4,23
Marguerite,Hampton,2,35
Anne,Riley,4,55
Richard,Fields,0,40
Alex,Adkins,1,41
Isaiah,Day,2,27
Jonathan,Guerrero,4,60
Lois,Davidson,2,42
Millie,Howell,1,43
Albert,Zimmerman,0,21
Ida,Anderson,0,45
Don,Howard,2,38
Charles,Padilla,0,61
Rosie,Saunders,2,58
Sara,Goodwin,2,31
Jon,Mathis,0,60
Terry,Bell,2,33
Lelia,Watkins,0,24
Cecilia,Grant,3,62
Aiden,Miller,3,27
Laura,Andrews,4,56
Luke,Douglas,4,56
Maud,Lopez,1,53
Miguel,Horton,3,21
Ola,Rice,0,26
Georgie,Hart,3,57
Vincent,Warren,4,58
Caroline,Stephens,0,64
Howard,Townsend,3,56
Dominic,Smith,0,50
Larry,Dennis,0,21
Essie,Collier,0,54
Jeffery,Marsh,1,28
Beatrice,Owen,4,45
Connor,Barber,1,18
Willie,Harrison,0,36
Kenneth,Blake,3,42
Zachary,Burgess,4,31
Brandon,Estrada,3,61
James,Delgado,2,54
Maria,Thomas,1,43
Sam,Robertson,3,38
Lillian,Martinez,1,21
Nathaniel,Bridges,0,47
Lela,Fields,0,32
Margaret,Delgado,2,54
Sarah,Santiago,1,39
Edith,Walker,3,31
Rosalie,Kelley,1,51
Marie,Burgess,0,27
Travis,Bates,2,18
Georgia,Saunders,1,35
Susie,Bell,2,39
Jon,Walton,2,39
Chase,Peters,0,57
Jayden,Johnston,3,24
Louise,Moran,1,62
Francis,Perry,3,27
Cory,Norton,4,21
Ray,Joseph,3,42
Shawn,Brewer,0,34
Willie,Kelly,0,53
Emilie,Bush,1,28
Derek,Barnett,3,52
Violet,Soto,1,26
Irene,Neal,4,43
Charlotte,McDaniel,0,24
Chad,Haynes,4,27
Mina,Sutton,4,31
Alejandro,Marsh,3,60
Alice,Townsend,2,53
Alan,Mann,1,23
Lee,Marsh,1,35
Mildred,Graham,3,47
Dora,Schultz,2,37
Herman,Perry,4,25
Nathan,Goodwin,0,54
Luke,May,0,25
Christopher,Moss,1,29
Jim,McDonald,2,48
Emma,Underwood,4,64
Kenneth,Roy,2,47
Christina,Payne,1,20
Mamie,Roberson,4,59
Ida,Delgado,1,37
Lura,Clark,1,61
Ella,Buchanan,1,38
Trevor,Ruiz,2,53
Helen,Barnes,0,46
Ralph,Maldonado,1,58
Jimmy,Graves,0,33
Bruce,Brown,3,41
Rosalie,Chavez,3,61
Oscar,Craig,4,33
Mitchell,Houston,3,45
Shawn,Salazar,0,46
Cecilia,Singleton,1,50
Hannah,Moran,4,27
John,Bailey,0,42
Clyde,Owen,0,38
Melvin,Allen,4,29
Fannie,Summers,0,19
Jeremy,Adkins,3,53
Marie,Campbell,4,63
Ola,Hansen,4,19
Cordelia,Williams,3,54
Abbie,Schmidt,4,45
Mollie,Stewart,2,44
Cole,Woods,3,61
Alan,Saunders,4,59
Marvin,Parsons,2,30
Birdie,Chapman,0,40
Carrie,Hughes,2,56
Edward,Richards,3,40
Allie,Phillips,3,22
